From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
10443224	Q14004	reviewed	CDK13_HUMAN	Cyclin-dependent kinase 13 (EC 2.7.11.22) (EC 2.7.11.23) (CDC2-related protein kinase 5) (Cell division cycle 2-like protein kinase 5) (Cell division protein kinase 13) (hCDK13) (Cholinesterase-related cell division controller)	CDK13 CDC2L CDC2L5 CHED KIAA1791	Homo sapiens (Human)	1512
13529020	P50613	reviewed	CDK7_HUMAN	Cyclin-dependent kinase 7 (EC 2.7.11.22) (EC 2.7.11.23) (39 kDa protein kinase) (p39 Mo15) (CDK-activating kinase 1) (Cell division protein kinase 7) (Serine/threonine-protein kinase 1) (TFIIH basal transcription factor complex kinase subunit)	CDK7 CAK CAK1 CDKN7 MO15 STK1	Homo sapiens (Human)	346
2460023	Q99640	reviewed	PMYT1_HUMAN	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase (EC 2.7.11.1) (Myt1 kinase)	PKMYT1 MYT1	Homo sapiens (Human)	499
599778	P68400	reviewed	CSK21_HUMAN	Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1)	CSNK2A1 CK2A1	Homo sapiens (Human)	391
485408	Q05823	reviewed	RN5A_HUMAN	2-5A-dependent ribonuclease (2-5A-dependent RNase) (EC 3.1.26.-) (Ribonuclease 4) (Ribonuclease L) (RNase L)	RNASEL RNS4	Homo sapiens (Human)	741
188569	A4QPA9	unreviewed	A4QPA9_HUMAN	Mitogen-activated protein kinase kinase 1 (Mitogen-activated protein kinase kinase 1, isoform CRA_a) (cDNA FLJ76051, highly similar to Homo sapiens mitogen-activated protein kinase kinase 1 (MAP2K1), mRNA)	MAP2K1 hCG_24510	Homo sapiens (Human)	393
1255720	A0A024R5X5	unreviewed	A0A024R5X5_HUMAN	Mitogen-activated protein kinase kinase 5, isoform CRA_b	MAP2K5 hCG_1811971	Homo sapiens (Human)	438
1408567	P52564	reviewed	MP2K6_HUMAN	Dual specificity mitogen-activated protein kinase kinase 6 (MAP kinase kinase 6) (MAPKK 6) (EC 2.7.12.2) (MAPK/ERK kinase 6) (MEK 6) (Stress-activated protein kinase kinase 3) (SAPK kinase 3) (SAPKK-3) (SAPKK3)	MAP2K6 MEK6 MKK6 PRKMK6 SKK3	Homo sapiens (Human)	334
1616779	A0A024R5Y2	unreviewed	A0A024R5Y2_HUMAN	Mitogen-activated protein kinase kinase 5, isoform CRA_a	MAP2K5 hCG_1811971	Homo sapiens (Human)	448
2262235	O14733	reviewed	MP2K7_HUMAN	Dual specificity mitogen-activated protein kinase kinase 7 (MAP kinase kinase 7) (MAPKK 7) (EC 2.7.12.2) (JNK-activating kinase 2) (MAPK/ERK kinase 7) (MEK 7) (Stress-activated protein kinase kinase 4) (SAPK kinase 4) (SAPKK-4) (SAPKK4) (c-Jun N-terminal kinase kinase 2) (JNK kinase 2) (JNKK 2)	MAP2K7 JNKK2 MEK7 MKK7 PRKMK7 SKK4	Homo sapiens (Human)	419
2318119	O14733	reviewed	MP2K7_HUMAN	Dual specificity mitogen-activated protein kinase kinase 7 (MAP kinase kinase 7) (MAPKK 7) (EC 2.7.12.2) (JNK-activating kinase 2) (MAPK/ERK kinase 7) (MEK 7) (Stress-activated protein kinase kinase 4) (SAPK kinase 4) (SAPKK-4) (SAPKK4) (c-Jun N-terminal kinase kinase 2) (JNK kinase 2) (JNKK 2)	MAP2K7 JNKK2 MEK7 MKK7 PRKMK7 SKK4	Homo sapiens (Human)	419
2558889	O14733	reviewed	MP2K7_HUMAN	Dual specificity mitogen-activated protein kinase kinase 7 (MAP kinase kinase 7) (MAPKK 7) (EC 2.7.12.2) (JNK-activating kinase 2) (MAPK/ERK kinase 7) (MEK 7) (Stress-activated protein kinase kinase 4) (SAPK kinase 4) (SAPKK-4) (SAPKK4) (c-Jun N-terminal kinase kinase 2) (JNK kinase 2) (JNKK 2)	MAP2K7 JNKK2 MEK7 MKK7 PRKMK7 SKK4	Homo sapiens (Human)	419
2811126	O14733	reviewed	MP2K7_HUMAN	Dual specificity mitogen-activated protein kinase kinase 7 (MAP kinase kinase 7) (MAPKK 7) (EC 2.7.12.2) (JNK-activating kinase 2) (MAPK/ERK kinase 7) (MEK 7) (Stress-activated protein kinase kinase 4) (SAPK kinase 4) (SAPKK-4) (SAPKK4) (c-Jun N-terminal kinase kinase 2) (JNK kinase 2) (JNKK 2)	MAP2K7 JNKK2 MEK7 MKK7 PRKMK7 SKK4	Homo sapiens (Human)	419
2274959	Q96RU8	reviewed	TRIB1_HUMAN	Tribbles homolog 1 (TRB-1) (G-protein-coupled receptor-induced gene 2 protein) (GIG-2) (SKIP1)	TRIB1 C8FW GIG2 TRB1	Homo sapiens (Human)	372
10439924	Q96RU7	reviewed	TRIB3_HUMAN	Tribbles homolog 3 (TRB-3) (Neuronal cell death-inducible putative kinase) (SINK) (p65-interacting inhibitor of NF-kappa-B)	TRIB3 C20orf97 NIPK SKIP3 TRB3	Homo sapiens (Human)	358
11493833	Q96RU8	reviewed	TRIB1_HUMAN	Tribbles homolog 1 (TRB-1) (G-protein-coupled receptor-induced gene 2 protein) (GIG-2) (SKIP1)	TRIB1 C8FW GIG2 TRB1	Homo sapiens (Human)	372
14249926	Q8N2I9	reviewed	STK40_HUMAN	Serine/threonine-protein kinase 40 (EC 2.7.11.1) (SINK-homologous serine/threonine-protein kinase) (Sugen kinase 495) (SgK495)	STK40 SGK495 SHIK	Homo sapiens (Human)	435
14276267	Q96RU8	reviewed	TRIB1_HUMAN	Tribbles homolog 1 (TRB-1) (G-protein-coupled receptor-induced gene 2 protein) (GIG-2) (SKIP1)	TRIB1 C8FW GIG2 TRB1	Homo sapiens (Human)	372
14276269	Q96RU7	reviewed	TRIB3_HUMAN	Tribbles homolog 3 (TRB-3) (Neuronal cell death-inducible putative kinase) (SINK) (p65-interacting inhibitor of NF-kappa-B)	TRIB3 C20orf97 NIPK SKIP3 TRB3	Homo sapiens (Human)	358
20071611	Q96RU7	reviewed	TRIB3_HUMAN	Tribbles homolog 3 (TRB-3) (Neuronal cell death-inducible putative kinase) (SINK) (p65-interacting inhibitor of NF-kappa-B)	TRIB3 C20orf97 NIPK SKIP3 TRB3	Homo sapiens (Human)	358
576683	P36896	reviewed	ACV1B_HUMAN	Activin receptor type-1B (EC 2.7.11.30) (Activin receptor type IB) (ACTR-IB) (Activin receptor-like kinase 4) (ALK-4) (Serine/threonine-protein kinase receptor R2) (SKR2)	ACVR1B ACVRLK4 ALK4	Homo sapiens (Human)	505
1644350	P37173	reviewed	TGFR2_HUMAN	TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II) (TGF-beta receptor type II) (TbetaR-II)	TGFBR2	Homo sapiens (Human)	567
1827475	P37173	reviewed	TGFR2_HUMAN	TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II) (TGF-beta receptor type II) (TbetaR-II)	TGFBR2	Homo sapiens (Human)	567
12830367	Q9BYT3	reviewed	STK33_HUMAN	Serine/threonine-protein kinase 33 (EC 2.7.11.1)	STK33	Homo sapiens (Human)	514
3367705	O75716	reviewed	STK16_HUMAN	Serine/threonine-protein kinase 16 (EC 2.7.11.1) (Myristoylated and palmitoylated serine/threonine-protein kinase) (MPSK) (Protein kinase PKL12) (TGF-beta-stimulated factor 1) (TSF-1) (Tyrosine-protein kinase STK16) (EC 2.7.10.2) (hPSK)	STK16 MPSK1 PKL12 TSF1	Homo sapiens (Human)	305
3372666	O75716	reviewed	STK16_HUMAN	Serine/threonine-protein kinase 16 (EC 2.7.11.1) (Myristoylated and palmitoylated serine/threonine-protein kinase) (MPSK) (Protein kinase PKL12) (TGF-beta-stimulated factor 1) (TSF-1) (Tyrosine-protein kinase STK16) (EC 2.7.10.2) (hPSK)	STK16 MPSK1 PKL12 TSF1	Homo sapiens (Human)	305
3646280	O75716	reviewed	STK16_HUMAN	Serine/threonine-protein kinase 16 (EC 2.7.11.1) (Myristoylated and palmitoylated serine/threonine-protein kinase) (MPSK) (Protein kinase PKL12) (TGF-beta-stimulated factor 1) (TSF-1) (Tyrosine-protein kinase STK16) (EC 2.7.10.2) (hPSK)	STK16 MPSK1 PKL12 TSF1	Homo sapiens (Human)	305
12803571	O75716	reviewed	STK16_HUMAN	Serine/threonine-protein kinase 16 (EC 2.7.11.1) (Myristoylated and palmitoylated serine/threonine-protein kinase) (MPSK) (Protein kinase PKL12) (TGF-beta-stimulated factor 1) (TSF-1) (Tyrosine-protein kinase STK16) (EC 2.7.10.2) (hPSK)	STK16 MPSK1 PKL12 TSF1	Homo sapiens (Human)	305
5360131	Q9NWZ3	reviewed	IRAK4_HUMAN	Interleukin-1 receptor-associated kinase 4 (IRAK-4) (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-64)	IRAK4	Homo sapiens (Human)	460
780808	Q13177	reviewed	PAK2_HUMAN	Serine/threonine-protein kinase PAK 2 (EC 2.7.11.1) (Gamma-PAK) (PAK65) (S6/H4 kinase) (p21-activated kinase 2) (PAK-2) (p58) [Cleaved into: PAK-2p27 (p27); PAK-2p34 (p34) (C-t-PAK2)]	PAK2	Homo sapiens (Human)	524
1256422	Q13153	reviewed	PAK1_HUMAN	Serine/threonine-protein kinase PAK 1 (EC 2.7.11.1) (Alpha-PAK) (p21-activated kinase 1) (PAK-1) (p65-PAK)	PAK1	Homo sapiens (Human)	545
1813646	Q99759	reviewed	M3K3_HUMAN	Mitogen-activated protein kinase kinase kinase 3 (EC 2.7.11.25) (MAPK/ERK kinase kinase 3) (MEK kinase 3) (MEKK 3)	MAP3K3 MAPKKK3 MEKK3	Homo sapiens (Human)	626
2815888	Q13233	reviewed	M3K1_HUMAN	Mitogen-activated protein kinase kinase kinase 1 (EC 2.7.11.25) (MAPK/ERK kinase kinase 1) (MEK kinase 1) (MEKK 1) (EC 2.3.2.27)	MAP3K1 MAPKKK1 MEKK MEKK1	Homo sapiens (Human)	1512
7542557	Q9Y2U5	reviewed	M3K2_HUMAN	Mitogen-activated protein kinase kinase kinase 2 (EC 2.7.11.25) (MAPK/ERK kinase kinase 2) (MEK kinase 2) (MEKK 2)	MAP3K2 MAPKKK2 MEKK2	Homo sapiens (Human)	619
7959712	Q9P1M2	unreviewed	Q9P1M2_HUMAN	PRO0412		Homo sapiens (Human)	544
14041959	Q96K88	unreviewed	Q96K88_HUMAN	cDNA FLJ14439 fis, clone HEMBB1000781, highly similar to Homo sapiens mitogen-activated protein kinase kinase kinase MEKK2 mRNA		Homo sapiens (Human)	142
12052888	Q9UHY1	reviewed	NRBP_HUMAN	Nuclear receptor-binding protein	NRBP1 BCON3 NRBP	Homo sapiens (Human)	535
10438228	Q9H6Q3	reviewed	SLAP2_HUMAN	Src-like-adapter 2 (Modulator of antigen receptor signaling) (MARS) (Src-like adapter protein 2) (SLAP-2)	SLA2 C20orf156 SLAP2	Homo sapiens (Human)	261
17351923	Q9H6Q3	reviewed	SLAP2_HUMAN	Src-like-adapter 2 (Modulator of antigen receptor signaling) (MARS) (Src-like adapter protein 2) (SLAP-2)	SLA2 C20orf156 SLAP2	Homo sapiens (Human)	261
15779089	A0A024R7Q5	unreviewed	A0A024R7Q5_HUMAN	Testis secretory sperm-binding protein Li 205a (Testis-specific serine kinase 6, isoform CRA_a)	TSSK6 hCG_1640387	Homo sapiens (Human)	273
17382019	Q96PN8	reviewed	TSSK3_HUMAN	Testis-specific serine/threonine-protein kinase 3 (TSK-3) (TSSK-3) (Testis-specific kinase 3) (EC 2.7.11.1) (Serine/threonine-protein kinase 22C)	TSSK3 SPOGA3 STK22C	Homo sapiens (Human)	268
18097867	Q6SA08	reviewed	TSSK4_HUMAN	Testis-specific serine/threonine-protein kinase 4 (TSK-4) (TSSK-4) (Testis-specific kinase 4) (EC 2.7.11.1) (Serine/threonine-protein kinase 22E)	TSSK4 C14orf20 STK22E TSSK5	Homo sapiens (Human)	328
181976	B0LPF3	unreviewed	B0LPF3_HUMAN	Growth factor receptor-bound protein 2 (Growth factor receptor-bound protein 2, isoform CRA_a) (cDNA, FLJ96637, Homo sapiens growth factor receptor-bound protein 2 (GRB2), mRNA)	GRB2 hCG_27179	Homo sapiens (Human)	217
1354385	Q13588	reviewed	GRAP_HUMAN	GRB2-related adapter protein	GRAP	Homo sapiens (Human)	217
3282619	P15498	reviewed	VAV_HUMAN	Proto-oncogene vav	VAV1 VAV	Homo sapiens (Human)	845
3860193	Q6FI14	unreviewed	Q6FI14_HUMAN	GRAP2 protein (GRB2-related adaptor protein 2, isoform CRA_a) (cDNA, FLJ93267, Homo sapiens GRB2-related adaptor protein 2 (GRAP2), mRNA)	GRAP2 hCG_41723	Homo sapiens (Human)	330
7331201	O75791	reviewed	GRAP2_HUMAN	GRB2-related adapter protein 2 (Adapter protein GRID) (GRB-2-like protein) (GRB2L) (GRBLG) (GRBX) (Grf40 adapter protein) (Grf-40) (Growth factor receptor-binding protein) (Hematopoietic cell-associated adapter protein GrpL) (P38) (Protein GADS) (SH3-SH2-SH3 adapter Mona)	GRAP2 GADS GRB2L GRID	Homo sapiens (Human)	330
179750	Q13915	unreviewed	Q13915_HUMAN	C-abl	ABL1	Homo sapiens (Human)	119
405729	P51955	reviewed	NEK2_HUMAN	Serine/threonine-protein kinase Nek2 (EC 2.7.11.1) (HSPK 21) (Never in mitosis A-related kinase 2) (NimA-related protein kinase 2) (NimA-like protein kinase 1)	NEK2 NEK2A NLK1	Homo sapiens (Human)	445
479173	P51956	reviewed	NEK3_HUMAN	Serine/threonine-protein kinase Nek3 (EC 2.7.11.1) (HSPK 36) (Never in mitosis A-related kinase 3) (NimA-related protein kinase 3)	NEK3	Homo sapiens (Human)	506
553223	P78453	unreviewed	P78453_HUMAN	Tyrosine kinase	c-fgr	Homo sapiens (Human)	177
